Date,Comodity,Provinsi,Price
2024-12-20,Bawang Putih Bonggol,Aceh,0.0
2024-12-21,Bawang Putih Bonggol,Aceh,0.0
2024-12-22,Bawang Putih Bonggol,Aceh,0.0
2024-12-23,Bawang Putih Bonggol,Aceh,0.0
2024-12-24,Bawang Putih Bonggol,Aceh,0.0
2024-12-25,Bawang Putih Bonggol,Aceh,0.0
2024-12-26,Bawang Putih Bonggol,Aceh,0.0
2024-12-27,Bawang Putih Bonggol,Aceh,0.0
2024-12-28,Bawang Putih Bonggol,Aceh,0.0
2024-12-29,Bawang Putih Bonggol,Aceh,0.0
2024-12-30,Bawang Putih Bonggol,Aceh,0.0
2024-12-31,Bawang Putih Bonggol,Aceh,0.0
2024-10-01,Beras Medium,Aceh,0.0
2024-10-02,Beras Medium,Aceh,0.0
2024-10-03,Beras Medium,Aceh,0.0
2024-10-04,Beras Medium,Aceh,0.0
2024-10-05,Beras Medium,Aceh,0.0
2024-10-06,Beras Medium,Aceh,0.0
2024-10-07,Beras Medium,Aceh,0.0
2024-10-08,Beras Medium,Aceh,0.0
2024-10-09,Beras Medium,Aceh,0.0
2024-10-10,Beras Medium,Aceh,0.0
2024-10-11,Beras Medium,Aceh,0.0
2024-10-12,Beras Medium,Aceh,0.0
2024-10-13,Beras Medium,Aceh,0.0
2024-10-14,Beras Medium,Aceh,0.0
2024-10-15,Beras Medium,Aceh,0.0
2024-10-16,Beras Medium,Aceh,0.0
2024-10-17,Beras Medium,Aceh,0.0
2024-10-18,Beras Medium,Aceh,0.0
2024-10-19,Beras Medium,Aceh,0.0
2024-10-20,Beras Medium,Aceh,0.0
2024-10-21,Beras Medium,Aceh,0.0
2024-10-22,Beras Medium,Aceh,0.0
2024-10-23,Beras Medium,Aceh,0.0
2024-10-24,Beras Medium,Aceh,0.0
2024-10-25,Beras Medium,Aceh,0.0
2024-10-26,Beras Medium,Aceh,0.0
2024-10-27,Beras Medium,Aceh,0.0
2024-10-28,Beras Medium,Aceh,0.0
2024-10-29,Beras Medium,Aceh,0.0
2024-10-30,Beras Medium,Aceh,0.0
2024-10-31,Beras Medium,Aceh,0.0
2024-11-01,Beras Medium,Aceh,0.0
2024-11-02,Beras Medium,Aceh,0.0
2024-11-03,Beras Medium,Aceh,0.0
2024-11-04,Beras Medium,Aceh,0.0
2024-11-05,Beras Medium,Aceh,0.0
2024-11-06,Beras Medium,Aceh,0.0
2024-11-07,Beras Medium,Aceh,0.0
2024-11-08,Beras Medium,Aceh,0.0
2024-11-09,Beras Medium,Aceh,0.0
2024-11-10,Beras Medium,Aceh,0.0
2024-11-11,Beras Medium,Aceh,0.0
2024-11-12,Beras Medium,Aceh,0.0
2024-11-13,Beras Medium,Aceh,0.0
2024-11-14,Beras Medium,Aceh,0.0
2024-11-15,Beras Medium,Aceh,0.0
2024-11-16,Beras Medium,Aceh,0.0
2024-11-17,Beras Medium,Aceh,0.0
2024-11-18,Beras Medium,Aceh,0.0
2024-11-19,Beras Medium,Aceh,0.0
2024-11-20,Beras Medium,Aceh,0.0
2024-11-21,Beras Medium,Aceh,0.0
2024-11-22,Beras Medium,Aceh,0.0
2024-11-23,Beras Medium,Aceh,0.0
2024-11-24,Beras Medium,Aceh,0.0
2024-11-25,Beras Medium,Aceh,0.0
2024-11-26,Beras Medium,Aceh,0.0
2024-11-27,Beras Medium,Aceh,0.0
2024-11-28,Beras Medium,Aceh,0.0
2024-11-29,Beras Medium,Aceh,0.0
2024-11-30,Beras Medium,Aceh,0.0
2024-12-01,Beras Medium,Aceh,0.0
2024-12-02,Beras Medium,Aceh,0.0
2024-12-03,Beras Medium,Aceh,0.0
2024-12-04,Beras Medium,Aceh,0.0
2024-12-05,Beras Medium,Aceh,0.0
2024-12-06,Beras Medium,Aceh,0.0
2024-12-07,Beras Medium,Aceh,0.0
2024-12-08,Beras Medium,Aceh,0.0
2024-12-09,Beras Medium,Aceh,0.0
2024-12-10,Beras Medium,Aceh,0.0
2024-12-11,Beras Medium,Aceh,0.0
2024-12-12,Beras Medium,Aceh,0.0
2024-12-13,Beras Medium,Aceh,0.0
2024-12-14,Beras Medium,Aceh,0.0
2024-12-15,Beras Medium,Aceh,0.0
2024-12-16,Beras Medium,Aceh,0.0
2024-12-17,Beras Medium,Aceh,0.0
2024-12-18,Beras Medium,Aceh,0.0
2024-12-19,Beras Medium,Aceh,0.0
2024-12-20,Beras Medium,Aceh,0.0
2024-12-21,Beras Medium,Aceh,0.0
2024-12-22,Beras Medium,Aceh,0.0
2024-12-23,Beras Medium,Aceh,0.0
2024-12-24,Beras Medium,Aceh,0.0
2024-12-25,Beras Medium,Aceh,0.0
2024-12-26,Beras Medium,Aceh,0.0
2024-12-27,Beras Medium,Aceh,0.0
2024-12-28,Beras Medium,Aceh,0.0
2024-12-29,Beras Medium,Aceh,0.0
2024-12-30,Beras Medium,Aceh,0.0
2024-12-31,Beras Medium,Aceh,0.0
2024-10-01,Beras Premium,Aceh,0.0
2024-10-02,Beras Premium,Aceh,0.0
2024-10-03,Beras Premium,Aceh,0.0
2024-10-04,Beras Premium,Aceh,0.0
2024-10-05,Beras Premium,Aceh,0.0
2024-10-06,Beras Premium,Aceh,0.0
2024-10-07,Beras Premium,Aceh,0.0
2024-10-08,Beras Premium,Aceh,0.0
2024-10-09,Beras Premium,Aceh,0.0
2024-10-10,Beras Premium,Aceh,0.0
2024-10-11,Beras Premium,Aceh,0.0
2024-10-12,Beras Premium,Aceh,0.0
2024-10-13,Beras Premium,Aceh,0.0
2024-10-14,Beras Premium,Aceh,0.0
2024-10-15,Beras Premium,Aceh,0.0
2024-10-16,Beras Premium,Aceh,0.0
2024-10-17,Beras Premium,Aceh,0.0
2024-10-18,Beras Premium,Aceh,0.0
2024-10-19,Beras Premium,Aceh,0.0
2024-10-20,Beras Premium,Aceh,0.0
2024-10-21,Beras Premium,Aceh,0.0
2024-10-22,Beras Premium,Aceh,0.0
2024-10-23,Beras Premium,Aceh,0.0
2024-10-24,Beras Premium,Aceh,0.0
2024-10-25,Beras Premium,Aceh,0.0
2024-10-26,Beras Premium,Aceh,0.0
2024-10-27,Beras Premium,Aceh,0.0
2024-10-28,Beras Premium,Aceh,0.0
2024-10-29,Beras Premium,Aceh,0.0
2024-10-30,Beras Premium,Aceh,0.0
2024-10-31,Beras Premium,Aceh,0.0
2024-11-01,Beras Premium,Aceh,0.0
2024-11-02,Beras Premium,Aceh,0.0
2024-11-03,Beras Premium,Aceh,0.0
2024-11-04,Beras Premium,Aceh,0.0
2024-11-05,Beras Premium,Aceh,0.0
2024-11-06,Beras Premium,Aceh,0.0
2024-11-07,Beras Premium,Aceh,0.0
2024-11-08,Beras Premium,Aceh,0.0
2024-11-09,Beras Premium,Aceh,0.0
2024-11-10,Beras Premium,Aceh,0.0
2024-11-11,Beras Premium,Aceh,0.0
2024-11-12,Beras Premium,Aceh,0.0
2024-11-13,Beras Premium,Aceh,0.0
2024-11-14,Beras Premium,Aceh,0.0
2024-11-15,Beras Premium,Aceh,0.0
2024-11-16,Beras Premium,Aceh,0.0
2024-11-17,Beras Premium,Aceh,0.0
2024-11-18,Beras Premium,Aceh,0.0
2024-11-19,Beras Premium,Aceh,0.0
2024-11-20,Beras Premium,Aceh,0.0
2024-11-21,Beras Premium,Aceh,0.0
2024-11-22,Beras Premium,Aceh,0.0
2024-11-23,Beras Premium,Aceh,0.0
2024-11-24,Beras Premium,Aceh,0.0
2024-11-25,Beras Premium,Aceh,0.0
2024-11-26,Beras Premium,Aceh,0.0
2024-11-27,Beras Premium,Aceh,0.0
2024-11-28,Beras Premium,Aceh,0.0
2024-11-29,Beras Premium,Aceh,0.0
2024-11-30,Beras Premium,Aceh,0.0
2024-12-01,Beras Premium,Aceh,0.0
2024-12-02,Beras Premium,Aceh,0.0
2024-12-03,Beras Premium,Aceh,0.0
2024-12-04,Beras Premium,Aceh,0.0
2024-12-05,Beras Premium,Aceh,0.0
2024-12-06,Beras Premium,Aceh,0.0
2024-12-07,Beras Premium,Aceh,0.0
2024-12-08,Beras Premium,Aceh,0.0
2024-12-09,Beras Premium,Aceh,0.0
2024-12-10,Beras Premium,Aceh,0.0
2024-12-11,Beras Premium,Aceh,0.0
2024-12-12,Beras Premium,Aceh,0.0
2024-12-13,Beras Premium,Aceh,0.0
2024-12-14,Beras Premium,Aceh,0.0
2024-12-15,Beras Premium,Aceh,0.0
2024-12-16,Beras Premium,Aceh,0.0
2024-12-17,Beras Premium,Aceh,0.0
2024-12-18,Beras Premium,Aceh,0.0
2024-12-19,Beras Premium,Aceh,0.0
2024-12-20,Beras Premium,Aceh,0.0
2024-12-21,Beras Premium,Aceh,0.0
2024-12-22,Beras Premium,Aceh,0.0
2024-12-23,Beras Premium,Aceh,0.0
2024-12-24,Beras Premium,Aceh,0.0
2024-12-25,Beras Premium,Aceh,0.0
2024-12-26,Beras Premium,Aceh,0.0
2024-12-27,Beras Premium,Aceh,0.0
2024-12-28,Beras Premium,Aceh,0.0
2024-12-29,Beras Premium,Aceh,0.0
2024-12-30,Beras Premium,Aceh,0.0
2024-12-31,Beras Premium,Aceh,0.0
2024-10-01,Cabai Merah Keriting,Aceh,0.0
2024-10-02,Cabai Merah Keriting,Aceh,0.0
2024-10-03,Cabai Merah Keriting,Aceh,0.0
2024-10-04,Cabai Merah Keriting,Aceh,0.0
2024-10-05,Cabai Merah Keriting,Aceh,0.0
2024-10-06,Cabai Merah Keriting,Aceh,0.0
2024-10-07,Cabai Merah Keriting,Aceh,0.0
2024-10-08,Cabai Merah Keriting,Aceh,0.0
2024-10-09,Cabai Merah Keriting,Aceh,0.0
2024-10-10,Cabai Merah Keriting,Aceh,0.0
2024-10-11,Cabai Merah Keriting,Aceh,0.0
2024-10-12,Cabai Merah Keriting,Aceh,0.0
2024-10-13,Cabai Merah Keriting,Aceh,0.0
2024-10-14,Cabai Merah Keriting,Aceh,0.0
2024-10-15,Cabai Merah Keriting,Aceh,0.0
2024-10-16,Cabai Merah Keriting,Aceh,0.0
2024-10-17,Cabai Merah Keriting,Aceh,0.0
2024-10-18,Cabai Merah Keriting,Aceh,0.0
2024-10-19,Cabai Merah Keriting,Aceh,0.0
2024-10-20,Cabai Merah Keriting,Aceh,0.0
2024-10-21,Cabai Merah Keriting,Aceh,0.0
2024-10-22,Cabai Merah Keriting,Aceh,0.0
2024-10-23,Cabai Merah Keriting,Aceh,0.0
2024-10-24,Cabai Merah Keriting,Aceh,0.0
2024-10-25,Cabai Merah Keriting,Aceh,0.0
2024-10-26,Cabai Merah Keriting,Aceh,0.0
2024-10-27,Cabai Merah Keriting,Aceh,0.0
2024-10-28,Cabai Merah Keriting,Aceh,0.0
2024-10-29,Cabai Merah Keriting,Aceh,0.0
2024-10-30,Cabai Merah Keriting,Aceh,0.0
2024-10-31,Cabai Merah Keriting,Aceh,0.0
2024-11-01,Cabai Merah Keriting,Aceh,0.0
2024-11-02,Cabai Merah Keriting,Aceh,0.0
2024-11-03,Cabai Merah Keriting,Aceh,0.0
2024-11-04,Cabai Merah Keriting,Aceh,0.0
2024-11-05,Cabai Merah Keriting,Aceh,0.0
2024-11-06,Cabai Merah Keriting,Aceh,0.0
2024-11-07,Cabai Merah Keriting,Aceh,0.0
2024-11-08,Cabai Merah Keriting,Aceh,0.0
2024-11-09,Cabai Merah Keriting,Aceh,0.0
2024-11-10,Cabai Merah Keriting,Aceh,0.0
2024-11-11,Cabai Merah Keriting,Aceh,0.0
2024-11-12,Cabai Merah Keriting,Aceh,0.0
2024-11-13,Cabai Merah Keriting,Aceh,0.0
2024-11-14,Cabai Merah Keriting,Aceh,0.0
2024-11-15,Cabai Merah Keriting,Aceh,0.0
2024-11-16,Cabai Merah Keriting,Aceh,0.0
2024-11-17,Cabai Merah Keriting,Aceh,0.0
2024-11-18,Cabai Merah Keriting,Aceh,0.0
2024-11-19,Cabai Merah Keriting,Aceh,0.0
2024-11-20,Cabai Merah Keriting,Aceh,0.0
2024-11-21,Cabai Merah Keriting,Aceh,0.0
2024-11-22,Cabai Merah Keriting,Aceh,0.0
2024-11-23,Cabai Merah Keriting,Aceh,0.0
2024-11-24,Cabai Merah Keriting,Aceh,0.0
2024-11-25,Cabai Merah Keriting,Aceh,0.0
2024-11-26,Cabai Merah Keriting,Aceh,0.0
2024-11-27,Cabai Merah Keriting,Aceh,0.0
2024-11-28,Cabai Merah Keriting,Aceh,0.0
2024-11-29,Cabai Merah Keriting,Aceh,0.0
2024-11-30,Cabai Merah Keriting,Aceh,0.0
2024-12-01,Cabai Merah Keriting,Aceh,0.0
2024-12-02,Cabai Merah Keriting,Aceh,0.0
2024-12-03,Cabai Merah Keriting,Aceh,0.0
2024-12-04,Cabai Merah Keriting,Aceh,0.0
2024-12-05,Cabai Merah Keriting,Aceh,0.0
2024-12-06,Cabai Merah Keriting,Aceh,0.0
2024-12-07,Cabai Merah Keriting,Aceh,0.0
2024-12-08,Cabai Merah Keriting,Aceh,0.0
2024-12-09,Cabai Merah Keriting,Aceh,0.0
2024-12-10,Cabai Merah Keriting,Aceh,0.0
2024-12-11,Cabai Merah Keriting,Aceh,0.0
2024-12-12,Cabai Merah Keriting,Aceh,0.0
2024-12-13,Cabai Merah Keriting,Aceh,0.0
2024-12-14,Cabai Merah Keriting,Aceh,0.0
2024-12-15,Cabai Merah Keriting,Aceh,0.0
2024-12-16,Cabai Merah Keriting,Aceh,0.0
2024-12-17,Cabai Merah Keriting,Aceh,0.0
2024-12-18,Cabai Merah Keriting,Aceh,0.0
2024-12-19,Cabai Merah Keriting,Aceh,0.0
2024-12-20,Cabai Merah Keriting,Aceh,0.0
2024-12-21,Cabai Merah Keriting,Aceh,0.0
2024-12-22,Cabai Merah Keriting,Aceh,0.0
2024-12-23,Cabai Merah Keriting,Aceh,0.0
2024-12-24,Cabai Merah Keriting,Aceh,0.0
2024-12-25,Cabai Merah Keriting,Aceh,0.0
2024-12-26,Cabai Merah Keriting,Aceh,0.0
2024-12-27,Cabai Merah Keriting,Aceh,0.0
2024-12-28,Cabai Merah Keriting,Aceh,0.0
2024-12-29,Cabai Merah Keriting,Aceh,0.0
2024-12-30,Cabai Merah Keriting,Aceh,0.0
2024-12-31,Cabai Merah Keriting,Aceh,0.0
2024-10-01,Cabai Rawit Merah,Aceh,0.0
2024-10-02,Cabai Rawit Merah,Aceh,0.0
2024-10-03,Cabai Rawit Merah,Aceh,0.0
2024-10-04,Cabai Rawit Merah,Aceh,0.0
2024-10-05,Cabai Rawit Merah,Aceh,0.0
2024-10-06,Cabai Rawit Merah,Aceh,0.0
2024-10-07,Cabai Rawit Merah,Aceh,0.0
2024-10-08,Cabai Rawit Merah,Aceh,0.0
2024-10-09,Cabai Rawit Merah,Aceh,0.0
2024-10-10,Cabai Rawit Merah,Aceh,0.0
2024-10-11,Cabai Rawit Merah,Aceh,0.0
2024-10-12,Cabai Rawit Merah,Aceh,0.0
2024-10-13,Cabai Rawit Merah,Aceh,0.0
2024-10-14,Cabai Rawit Merah,Aceh,0.0
2024-10-15,Cabai Rawit Merah,Aceh,0.0
2024-10-16,Cabai Rawit Merah,Aceh,0.0
2024-10-17,Cabai Rawit Merah,Aceh,0.0
2024-10-18,Cabai Rawit Merah,Aceh,0.0
2024-10-19,Cabai Rawit Merah,Aceh,0.0
2024-10-20,Cabai Rawit Merah,Aceh,0.0
2024-10-21,Cabai Rawit Merah,Aceh,0.0
2024-10-22,Cabai Rawit Merah,Aceh,0.0
2024-10-23,Cabai Rawit Merah,Aceh,0.0
2024-10-24,Cabai Rawit Merah,Aceh,0.0
2024-10-25,Cabai Rawit Merah,Aceh,0.0
2024-10-26,Cabai Rawit Merah,Aceh,0.0
2024-10-27,Cabai Rawit Merah,Aceh,0.0
2024-10-28,Cabai Rawit Merah,Aceh,0.0
2024-10-29,Cabai Rawit Merah,Aceh,0.0
2024-10-30,Cabai Rawit Merah,Aceh,0.0
2024-10-31,Cabai Rawit Merah,Aceh,0.0
2024-11-01,Cabai Rawit Merah,Aceh,0.0
2024-11-02,Cabai Rawit Merah,Aceh,0.0
2024-11-03,Cabai Rawit Merah,Aceh,0.0
2024-11-04,Cabai Rawit Merah,Aceh,0.0
2024-11-05,Cabai Rawit Merah,Aceh,0.0
2024-11-06,Cabai Rawit Merah,Aceh,0.0
2024-11-07,Cabai Rawit Merah,Aceh,0.0
2024-11-08,Cabai Rawit Merah,Aceh,0.0
2024-11-09,Cabai Rawit Merah,Aceh,0.0
2024-11-10,Cabai Rawit Merah,Aceh,0.0
2024-11-11,Cabai Rawit Merah,Aceh,0.0
2024-11-12,Cabai Rawit Merah,Aceh,0.0
2024-11-13,Cabai Rawit Merah,Aceh,0.0
2024-11-14,Cabai Rawit Merah,Aceh,0.0
2024-11-15,Cabai Rawit Merah,Aceh,0.0
2024-11-16,Cabai Rawit Merah,Aceh,0.0
2024-11-17,Cabai Rawit Merah,Aceh,0.0
2024-11-18,Cabai Rawit Merah,Aceh,0.0
2024-11-19,Cabai Rawit Merah,Aceh,0.0
2024-11-20,Cabai Rawit Merah,Aceh,0.0
2024-11-21,Cabai Rawit Merah,Aceh,0.0
2024-11-22,Cabai Rawit Merah,Aceh,0.0
2024-11-23,Cabai Rawit Merah,Aceh,0.0
2024-11-24,Cabai Rawit Merah,Aceh,0.0
2024-11-25,Cabai Rawit Merah,Aceh,0.0
2024-11-26,Cabai Rawit Merah,Aceh,0.0
2024-11-27,Cabai Rawit Merah,Aceh,0.0
2024-11-28,Cabai Rawit Merah,Aceh,0.0
2024-11-29,Cabai Rawit Merah,Aceh,0.0
2024-11-30,Cabai Rawit Merah,Aceh,0.0
2024-12-01,Cabai Rawit Merah,Aceh,0.0
2024-12-02,Cabai Rawit Merah,Aceh,0.0
2024-12-03,Cabai Rawit Merah,Aceh,0.0
2024-12-04,Cabai Rawit Merah,Aceh,0.0
2024-12-05,Cabai Rawit Merah,Aceh,0.0
2024-12-06,Cabai Rawit Merah,Aceh,0.0
2024-12-07,Cabai Rawit Merah,Aceh,0.0
2024-12-08,Cabai Rawit Merah,Aceh,0.0
2024-12-09,Cabai Rawit Merah,Aceh,0.0
2024-12-10,Cabai Rawit Merah,Aceh,0.0
2024-12-11,Cabai Rawit Merah,Aceh,0.0
2024-12-12,Cabai Rawit Merah,Aceh,0.0
2024-12-13,Cabai Rawit Merah,Aceh,0.0
2024-12-14,Cabai Rawit Merah,Aceh,0.0
2024-12-15,Cabai Rawit Merah,Aceh,0.0
2024-12-16,Cabai Rawit Merah,Aceh,0.0
2024-12-17,Cabai Rawit Merah,Aceh,0.0
2024-12-18,Cabai Rawit Merah,Aceh,0.0
2024-12-19,Cabai Rawit Merah,Aceh,0.0
2024-12-20,Cabai Rawit Merah,Aceh,0.0
